americas_bvsp,americas_gsptse,americas_ipsa,americas_merv,americas_mxx,asia_000001ss,asia_aord,asia_axjo,asia_bsesn,asia_hsi,asia_jkse,asia_klse,asia_ks11,asia_n225,asia_nz50,asia_sti,asia_twii,europe_aex,europe_atx,europe_bfx,europe_fchi,europe_ftse,europe_gdat,europe_gdaxi,europe_omxspi,europe_oseax,europe_ssmi,europe_stoxx50e,us_bank,us_bkx,us_gspc,us_inds,us_insr,us_ixco,us_ixic,us_ixtc,us_mid,us_nbi,us_ndx,us_ny,us_nya,us_nyi,us_nyl,us_nyy,us_oex,us_ofin,us_rua,us_rui,us_rut,us_sox,us_tran,us_vix,us_xax,us_xmi
-0.00113314447592,-0.00883925849982,-0.00258028116524,0.00345275394187,-0.011964745515,0.0138036518402,0.00315001007271,0.0031113876789,0.000572187712809,0.0150500127609,-0.0316312431422,0.00203152364273,0.00483253708197,3.00705819497e-05,0.00948808168275,-0.00197512710597,0.00196292061985,-0.00369369592702,-0.00617376485254,-0.00523644514292,-0.0065703584323,0.000964494544578,-0.00740603305657,-0.00545004128819,-0.00604455311057,-8.1328583744e-05,0.0010937537152,-0.00940369927014,-0.0272686497951,-0.0294573643411,-0.0208847439883,-0.0276645776657,-0.0155167555223,-0.0297120873187,-0.0310212959201,-0.0259116701718,-0.0216832343181,-0.056363836259,-0.031296174912,-0.0175136607559,-0.017823881519,-0.0165246395263,-0.0171446641378,-0.0163576716201,-0.0202394457988,-0.0156732051742,-0.0217035071158,-0.0211884673516,-0.0278457877858,-0.0315966786905,-0.0211908824374,0.1497829233,-0.00868463628316,-0.0163315489402
0.0144737614176,-0.00351551579536,0.00373642626396,-0.00458270176276,-0.00166065235428,-0.0017617017289,-0.00985851209493,-0.00952415705736,-0.00380227802105,-0.00790616794957,0.0106699288462,-0.00368912407503,-0.00556105963826,-0.023780919321,-0.00470336175029,-0.00167312818784,-0.00447581050726,-0.0155760139338,-0.00846673838056,-0.00950176438214,-0.0107919129759,-0.0120897320084,-0.0258263497305,-0.0147283738818,-0.0104999430589,-0.0188534990402,-0.0144645274684,-0.0115196995744,-0.0065882021945,-0.0111821086262,-0.00948676544395,-0.0126527433628,-0.00557586065974,-0.0119049393574,-0.0134135482264,-0.0114469610559,-0.0127367073253,-0.0284282884772,-0.0117295914857,-0.00792629745484,-0.00828316521669,-0.00516043921934,-0.00689463718805,-0.00941282374928,-0.00851184390436,-0.0138263810428,-0.0103414687435,-0.0099879792422,-0.0143837681571,-0.0154792234033,-0.0142057343584,0.0717432347388,-0.00734422392954,-0.00559691174356
-0.00522490215359,0.0018726723104,0.00650406504065,-0.0108617515154,0.00371216115386,0.000469364574239,-0.0128883562275,-0.0128394061084,-0.00318242641288,0.00152845375775,0.010027862093,-0.000609933824879,-0.000210269144505,-0.00357376943492,-0.00547783235751,0.0051935138921,-0.00568362323965,-0.000252755029825,-0.0113373419698,0.00157539507444,0.00428323400201,0.00336802962647,-0.0343620083147,0.00256352727612,0.000276217659516,0.00790848047749,0.00169904082518,0.00482265589404,0.00343788597547,0.0073432222059,0.00821726175724,0.00618085969879,0.000204651750937,0.00740703492319,0.00574038747615,0.00927185066139,0.00462646947289,-0.000208746940969,0.00805953261674,0.00811853211577,0.00763354323632,0.00825237554957,0.00816815680338,0.00722618189207,0.00807553733383,0.000628027138385,0.00732203140379,0.00765046741888,0.00351795868423,0.00835207195631,-0.000127023178387,-0.0499119201409,0.00863165405137,0.0076473009199
-0.0221334987208,0.00136512559155,-0.00411453932313,-0.0127955663292,-0.00120624642709,-0.0140461825722,0.00498729826659,0.00546753998022,-0.00319258658475,-0.0159530878344,0.00109560770255,0.00126922059054,-0.00237854403061,0.00622925976409,0.00251800124024,0.0097952302299,0.00669382280619,-0.00728118521515,-0.011831779788,-0.00563247910664,-0.00894274453993,-0.00640967222577,-0.0172459472438,-0.0177167778293,-0.0127255154639,0.00261547572049,-0.0038975568093,-0.0127891121706,0.00238729909839,0.00772707391748,0.00675731040473,-0.00168751354002,0.00266159189811,0.00540087252543,0.00285132585409,0.00126571941859,0.00648497659671,0.00900908905138,0.00380472165382,0.00746623634685,0.00410833811159,-0.00353240085453,0.00335568084063,-0.00216449003494,0.00671678580232,0.00149110377816,0.00638303701066,0.00660292331204,0.00371183933294,0.00704399844253,0.00475394490505,-0.0352286773795,-0.00546683377288,0.00594998261369
0.0148055654656,0.00996930906955,0.00896198313858,0.0211242408699,0.0100966360191,0.00167491435097,0.006003382711,0.00595746260347,-0.00923729804807,0.00109169053683,0.000574923873919,-0.0045903726239,-3.01163998855e-05,0.0300689942923,0.00280913816981,0.00211932280243,0.000797379302456,0.00848061936535,0.0103589575479,0.0169340785203,0.0138792042068,0.00651216827687,0.0261249041694,0.0157090206688,0.0100925343216,0.00854784991222,0.00509631060926,0.0154422420039,0.00552972324009,0.00245949074074,0.010488448057,0.0146222374507,0.00801998858554,0.0109621686029,0.012907271898,0.0108061819516,0.0113787232127,0.0241179215793,0.0129707412876,0.00898091492119,0.00997983076299,0.00884025084432,0.00892800204069,0.00797193116452,0.00954887678276,0.0158212883782,0.0108340592334,0.0108223844282,0.0109692806546,-0.00193321616872,0.0213713890238,-0.0916079436259,0.00287214138821,0.00880634276152
0.0177730903693,0.00373100751047,-0.00424564955115,0.000161243559948,-0.00192758567815,-0.00295945124268,0.00594908177216,0.00625426636902,0.0157833806088,0.00283001285248,0.00493329584795,0.00280160618196,-8.03128184278e-05,-1.0403892998e-05,0.00251446307373,0.00018443378827,0.00227929294854,0.00194449354782,0.00406378767723,0.00442764892488,0.00593554654694,0.00624221621457,0.02513136289,0.00986174877815,0.000484585563965,0.00407502602811,0.00629603373905,0.00527194306939,0.00238796218152,-0.00404098715543,0.00136389752512,0.00376821138005,0.00424472248831,0.000417427858644,0.00227348925538,0.0125463934162,0.00226942359607,-0.00230426633192,0.000407575238672,0.00179881228073,0.002573818818,0.00406831124855,0.00264205802415,0.00168540812645,0.00124901473352,0.00644793419331,0.00183120590295,0.00153087751054,0.00541629483022,0.0185067793626,0.00512436271236,-0.0578279266573,-0.000173453851639,-0.00127814641575
-0.000857144685383,-0.000231028109569,-0.000997271301433,0.000161217564654,-0.00193130844064,-0.00054314423338,0.00136521696481,0.00153398604195,0.0030047938825,-0.000432918690664,-0.000486006881694,0.00116182303544,0.00613940413142,0.00684860721635,0.00010385335123,0.000311942959002,0.00251560794977,0.00129381321958,0.00568997320758,0.00354599675173,0.00394120385802,0.00284263857184,0.0,0.00674409732075,0.00640419463293,0.00405848758556,0.00343080480591,0.00463483754409,-0.0011600973085,-0.00028981307057,0.00188755127758,0.00280924077605,-0.00054084440562,0.00226298763456,0.00317786264015,0.00394438025419,0.00138742951858,0.0115156241921,0.00359595193703,0.00172714933093,0.00125892091679,0.000605335312214,0.00130984301496,0.000241261400818,0.00210129832381,0.00160583561964,0.00193537981829,0.00193710885302,0.00193778012128,0.00438270431009,0.00502693347335,-0.00411676646707,0.00292416824087,0.00146494213751
-0.000857880010756,-0.00023108149589,-0.000998266844308,0.00016119157774,-0.00193504561056,-0.015216303182,0.00136335569033,0.00153163653106,0.00299579214459,-0.000433106194824,-0.000486243199235,0.00552709843525,-0.00252459736165,-0.000267975175441,0.000103842566831,0.000311845680937,-0.00172528009314,0.00129214143243,0.0056577805836,0.00353346708571,0.00392573174666,0.00283458088439,0.0,0.006698919158,0.0063634419101,0.00404208284253,0.00341907462944,0.00461345492681,-0.00116144469736,-0.000289897086534,0.00188399514015,0.00280137105026,-0.000541137076581,0.00225787808438,0.00316779582016,0.0039288832447,0.00138550722496,0.0113845242888,0.00358306739888,0.0017241714294,0.00125733802765,0.000604969103053,0.00130812957058,0.000241203207794,0.00209689212789,0.00160326104595,0.00193164135859,0.00193336371705,0.00193403239175,0.00436358002909,0.00500178980873,-0.00413378429162,0.00291564241193,0.00146279922129
-0.000858616602697,0.00429841931322,-0.00240749409701,0.0242647206954,-0.00457198996312,0.00338846855743,0.00136149948043,0.00152929421001,-0.000283771062644,-0.000433293852681,0.00121006726911,0.00187339298846,0.0025009753804,-0.00851755535619,0.000103831784672,0.00666496715123,0.00262758359503,0.00129047395505,0.00562595019584,0.00352102566063,0.00391038064347,0.00282656874515,0.00969878504897,0.00665434225717,0.00632320456744,0.00402581018426,0.00340742438996,0.00459226870528,0.00421561878984,0.00782949108308,0.0040921207977,0.00920029887031,0.00996231318612,0.00602536223031,0.00968325023353,0.00478317587066,0.00737176885557,0.0322507276104,0.00810685543336,0.0021910780204,0.003756860034,0.00309870084227,0.00252900672911,0.00219045871764,0.00318398359766,0.0104373812672,0.00531069815598,0.00476901861641,0.0116430741217,0.00964900253651,0.00880503144654,-0.00452830188679,0.00239548958058,0.000646166711011
-0.00783038651711,-0.00155262434735,-0.00177645997164,0.0143322485426,-0.00423097642099,-0.00262925565531,0.00642022278722,0.00702644498385,0.00519237537662,-0.00972430213262,-0.00103303043357,0.000498280129874,-0.00192094680225,0.0109460363881,0.00743985237828,-0.00595570444817,-0.00198223675194,-0.00241024353502,0.00164418815231,-0.0062151490682,-0.00738814640706,-0.00106258792541,-0.0242083888572,-0.00582286207733,-0.00902919212492,-0.00544226398182,-0.00212733267938,-0.00741321815551,0.000948792322915,0.00503524672709,-0.00221329573568,-0.00622126944837,-0.00165375449381,-0.010079274098,-0.00828795663061,-0.00590132976631,-0.00178001113423,-0.0154155003713,-0.00885251657235,-0.000857783920859,-0.00161618715693,-0.00362161730883,-0.00188569851681,-0.0101628158544,-0.00268096514745,-0.00262957770998,-0.00279669368657,-0.00240178418254,-0.00738138299253,-0.00115428358032,0.00343210850425,0.00606520090978,-0.00208769863726,0.0014977046049
